Taxa Code,NAME with AUTHOR,Species Name,GENUS,SPECIES,INFRASPECIES_RANK,INFRASPECIES,AUTHOR,FAMILY,VOLUME_REFERENCE,NSL_ID,,
tochtetr,"Tochuina tetraquetra (Pallas, 1788)",Tochuina tetraquetra,Tochuina,tetraquetra,,,"(Pallas, 1788)",,,,,
chrotumu,"Chromodoris tumulifera Collingwood, 1881.",Chromodoris tumulifera,Chromodoris,tumulifera,,,"Collingwood, 1881.",,,,,
janosp7,Janolus sp. 7,Janolus sp. 7,Janolus,sp. 7,,,,,,,,
hypsmala,"Hypselodoris malacitana  Luque, 1986",Hypselodoris malacitana,Hypselodoris,malacitana,,,"Luque, 1986",,,,,
armisp4,Armina sp. 4.,Armina sp. 4.,Armina,sp. 4.,,,,,,,,
dorisp7,Doris sp. 7.,Doris sp. 7.,Doris,sp. 7.,,,,,,,,
aplycfpa,"Aplysia cf. parvula Guilding in Morch, 1863",Aplysia cf. parvula,Aplysia,cf. parvula,,,"Guilding in Morch, 1863",,,,,
chroleop,"Chromodoris leopardus Rudman, 1987",Chromodoris leopardus,Chromodoris,leopardus,,,"Rudman, 1987",,,,,
julisp1,Julia sp. 1,Julia sp. 1,Julia,sp. 1,,,,,,,,
trapvitt,"Trapania vitta Gosliner & Fahey, 2008",Trapania vitta,Trapania,vitta,,,"Gosliner & Fahey, 2008",,,,,
rostanth,"Rostanga anthelia  Perrone, 1991",Rostanga anthelia,Rostanga,anthelia,,,"Perrone, 1991",,,,,
aplytoya,"Aplysiopis toyamana (Baba, 1959)",Aplysiopis toyamana,Aplysiopis,toyamana,,,"(Baba, 1959)",,,,,
hervalbi,"Herviella albida Baba, 1966",Herviella albida,Herviella,albida,,,"Baba, 1966",,,,,
doriareo,"Doriopsilla areolata   Bergh, 1880",Doriopsilla areolata,Doriopsilla,areolata,,,"Bergh, 1880",,,,,
paralope,"Paradoris lopezi Hermosillo & Valdes, 2004",Paradoris lopezi,Paradoris,lopezi,,,"Hermosillo & Valdes, 2004",,,,,
thurbaye,"Thuridilla bayeri (Marcus, 1965)",Thuridilla bayeri,Thuridilla,bayeri,,,"(Marcus, 1965)",,,,,
philanga,"Philine angasi (Crosse & Fischer, 1865)",Philine angasi,Philine,angasi,,,"(Crosse & Fischer, 1865)",,,,,
hermpauc,"Hermaea paucicirra Pruvot-Fol, 1953",Hermaea paucicirra,Hermaea,paucicirra,,,"Pruvot-Fol, 1953",,,,,
hypscali,"Hypselodoris californiensis (Bergh, 1879)",Hypselodoris californiensis,Hypselodoris,californiensis,,,"(Bergh, 1879)",,,,,
lobiserr,"Lobiger serradifalci (Calcara, 1840).",Lobiger serradifalci,Lobiger,serradifalci,,,"(Calcara, 1840).",,,,,
phylcole,"Phyllodesmium colemani Rudman, 1991",Phyllodesmium colemani,Phyllodesmium,colemani,,,"Rudman, 1991",,,,,
notosp2,Notodoris sp. 2,Notodoris sp. 2,Notodoris,sp. 2,,,,,,,,
aglaocel,Aglaja ocelligera  (Bergh 1893),Aglaja ocelligera,Aglaja,ocelligera,,,(Bergh 1893),,,,,
hamisp1,Haminoea sp. 1.,Haminoea sp. 1.,Haminoea,sp. 1.,,,,,,,,
phylmean,"Phyllidiella meandrina (Pruvot-Fol, 1957)",Phyllidiella meandrina,Phyllidiella,meandrina,,,"(Pruvot-Fol, 1957)",,,,,
borncalc,"Bornella calcarata Morch, 1863",Bornella calcarata,Bornella,calcarata,,,"Morch, 1863",,,,,
hypscarn,"Hypselodoris carnea (Bergh, 1889)",Hypselodoris carnea,Hypselodoris,carnea,,,"(Bergh, 1889)",,,,,
phillin,"Philinopsis lineolata (H. & A. Adams, 1854)",Philinopsis lineolata,Philinopsis,lineolata,,,"(H. & A. Adams, 1854)",,,,,
retifung,"Reticulidia fungia Brunckhorst & Gosliner in Brunckhorst, 1993",Reticulidia fungia,Reticulidia,fungia,,,"Brunckhorst & Gosliner in Brunckhorst, 1993",,,,,
thurvata,"Thuridilla vatae (Risbec, 1928)",Thuridilla vatae,Thuridilla,vatae,,,"(Risbec, 1928)",,,,,
chroalbopus,"Chromodoris albopustulosa (Pease, 1860)",Chromodoris albopustulosa,Chromodoris,albopustulosa,,,"(Pease, 1860)",,,,,
gymnceyl,"Gymnodoris ceylonica (Kelaart, 1858)",Gymnodoris ceylonica,Gymnodoris,ceylonica,,,"(Kelaart, 1858)",,,,,
noumrome,"Noumea romeri Risbec, 1928",Noumea romeri,Noumea,romeri,,,"Risbec, 1928",,,,,
spurcreu,"Spurilla creutzbergi (Marcus & Marcus, 1970)",Spurilla creutzbergi,Spurilla,creutzbergi,,,"(Marcus & Marcus, 1970)",,,,,
cuthdiva,"Cuthona divae (Marcus, 1961)",Cuthona divae,Cuthona,divae,,,"(Marcus, 1961)",,,,,
chrosp16,Chromodoris sp 16,Chromodoris sp 16,Chromodoris,sp 16,,,,,,,,
dendrod,Dendrodoris sp.,Dendrodoris sp.,Dendrodoris,sp.,,, ,,,,,
cuthfulg,"Cuthona fulgens (MacFarland, 1966)",Cuthona fulgens,Cuthona,fulgens,,,"(MacFarland, 1966)",,,,,
dendrain,"Dendrodoris rainfordi  Allan, 1932",Dendrodoris rainfordi,Dendrodoris,rainfordi,,,"Allan, 1932",,,,,
rostcalu,"Rostanga calumus Rudman & Avern, 1989",Rostanga calumus,Rostanga,calumus,,,"Rudman & Avern, 1989",,,,,
facefusc,Facelina fusca Schmekel 1966,Facelina fusca,Facelina,fusca,,,Schmekel 1966,,,,,
tamboliva,"Tambja oliva Meyer, 1977",Tambja oliva,Tambja,oliva,,,"Meyer, 1977",,,,,
caldrubi,"Caldukia rubignosa Miller, 1970",Caldukia rubignosa,Caldukia,rubignosa,,,"Miller, 1970",,,,,
phylmacp,"Phyllodesmium macphersonae (Burn, 1962)",Phyllodesmium macphersonae,Phyllodesmium,macphersonae,,,"(Burn, 1962)",,,,,
trapsanc,"Trapania sanctipetrensis Cervera, Garcia-Gomez & Megina, 2000",Trapania sanctipetrensis,Trapania,sanctipetrensis,,,"Cervera, Garcia-Gomez & Megina, 2000",,,,,
halgdiap,"Halgerda diaphana Fahey & Gosliner, 1999",Halgerda diaphana,Halgerda,diaphana,,,"Fahey & Gosliner, 1999",,,,,
marilevi,"Marionia levis Eliot, 1904",Marionia levis,Marionia,levis,,,"Eliot, 1904",,,,,
phyltayl,"Phyllaplysia taylori  Dall, 1900",Phyllaplysia taylori,Phyllaplysia,taylori,,,"Dall, 1900",,,,,
chrohint,"Chromodoris hintuanensis Gosliner & Behrens, 1998",Chromodoris hintuanensis,Chromodoris,hintuanensis,,,"Gosliner & Behrens, 1998",,,,,
pleuareo,"Pleurobranchus areolatus Mörch, 1863",Pleurobranchus areolatus,Pleurobranchus,areolatus,,,"Mörch, 1863",,,,,
flabalbo,"Flabellina albomarginata (Miller, 1971)",Flabellina albomarginata,Flabellina,albomarginata,,,"(Miller, 1971)",,,,,
hopkrosa,"Okenia rosacea (Macfarland, 1905)",Okenia rosacea,Okenia,rosacea,,,"(Macfarland, 1905)",,,,,
halgdich,"Halgerda dichromis Fahey & Gosliner, 1999",Halgerda dichromis,Halgerda,dichromis,,,"Fahey & Gosliner, 1999",,,,,
chrosp17,Chromodoris sp. 17,Chromodoris sp. 17,Chromodoris,sp. 17,,,,,,,,
chromand,"Chromodoris mandapamensis  Valdés, Mollo & Ortea, 1999",Chromodoris mandapamensis,Chromodoris,mandapamensis,,,"Valdés, Mollo & Ortea, 1999",,,,,
hypsacri,"Hypselodoris acriba Marcus & Marcus, 1967",Hypselodoris acriba,Hypselodoris,acriba,,,"Marcus & Marcus, 1967",,,,,
volvpyri,"Volvatella pyriformis Pease, 1868",Volvatella pyriformis,Volvatella,pyriformis,,,"Pease, 1868",,,,,
akerbull,"Akera bullata Muller, 1776",Akera bullata,Akera,bullata,,,"Muller, 1776",,,,,
conualba,"Conualevia alba  Collier and Farmer, 1964",Conualevia alba,Conualevia,alba,,,"Collier and Farmer, 1964",,,,,
aegipeta,"Aegires petalis Fahey and Gosliner, 2004",Aegires petalis,Aegires,petalis,,,"Fahey and Gosliner, 2004",,,,,
traprudm,"Trapania rudmani Miller, 1981",Trapania rudmani,Trapania,rudmani,,,"Miller, 1981",,,,,
dorifont,"Doris fontainei  dOrbigny, 1837",Doris fontainei,Doris,fontainei,,,"dOrbigny, 1837",,,,,
acanpilo,"Acanthodoris pilosa (Abildgaard in Muller, 1789)",Acanthodoris pilosa,Acanthodoris,pilosa,,,"(Abildgaard in Muller, 1789)",,,,,
oxynoliv,Oxynoe olivacea   Rafinesque 1819,Oxynoe olivacea,Oxynoe,olivacea,,,Rafinesque 1819,,,,,
gastpaci,"Gastropteron pacificum Bergh, 1894",Gastropteron pacificum,Gastropteron,pacificum,,,"Bergh, 1894",,,,,
halgeleg,"Halgerda elegans Bergh, 1905",Halgerda elegans,Halgerda,elegans,,,"Bergh, 1905",,,,,
elysfurv,"Elysia furvacauda Burn, 1958",Elysia furvacauda,Elysia,furvacauda,,,"Burn, 1958",,,,,
dendcitr,"Dendrodoris citrina (Cheeseman, 1881)",Dendrodoris citrina,Dendrodoris,citrina,,,"(Cheeseman, 1881)",,,,,
ceramagn,"Ceratosoma magnificum (Eliot, 1910)",Ceratosoma magnificum,Ceratosoma,magnificum,,,"(Eliot, 1910)",,,,,
costvega,"Costasiella vegae Ichikawa, 1993",Costasiella vegae,Costasiella,vegae,,,"Ichikawa, 1993",,,,,
glosspa,"Glossodoris sp. A. Rudman, 1986",Glossodoris sp. A,Glossodoris,sp. A,,,"Rudman, 1986",,,,,
hallmich,"Hallaxa michaeli Gosliner & Johnson, 1994",Hallaxa michaeli,Hallaxa,michaeli,,,"Gosliner & Johnson, 1994",,,,,
antojant,"Antonietta janthina Baba & Hamatani, 1977",Antonietta janthina,Antonietta,janthina,,,"Baba & Hamatani, 1977",,,,,
pteriant,"Pteraeolidia ianthina (Angas,1864)",Pteraeolidia ianthina,Pteraeolidia,ianthina,,,"(Angas,1864)",,,,,
tambmarb,"Tambja marbellensis Schick and Cervera, 1998",Tambja marbellensis,Tambja,marbellensis,,,"Schick and Cervera, 1998",,,,,
elyshett,"Elysia hetta Perrone, 1990",Elysia hetta,Elysia,hetta,,,"Perrone, 1990",,,,,
gloshiku,"Glossodoris hikuerensis (Pruvot-Fol, 1954)",Glossodoris hikuerensis,Glossodoris,hikuerensis,,,"(Pruvot-Fol, 1954)",,,,,
gastchac,"Gastropteron chacmol Gosliner, 1989",Gastropteron chacmol,Gastropteron,chacmol,,,"Gosliner, 1989",,,,,
noumflav,"Noumea flava (Eliot, 1904)",Noumea flava,Noumea,flava,,,"(Eliot, 1904)",,,,,
halgsp8,Halgerda sp. 8,Halgerda sp. 8,Halgerda,sp. 8,,,,,,,,
notoward,"Notobryon wardi Odhner, 1936",Notobryon wardi,Notobryon,wardi,,,"Odhner, 1936",,,,,
gonifeli,"Goniodoris felis Baba, 1949",Goniodoris felis,Goniodoris,felis,,,"Baba, 1949",,,,,
janosp6,Janolus sp. 6,Janolus sp. 6,Janolus,sp. 6,,,,,,,,
hypsobsc,"Hypselodoris obscura Stimpson, 1855",Hypselodoris obscura,Hypselodoris,obscura,,,"Stimpson, 1855",,,,,
armisp5,Armina sp. 5.,Armina sp. 5.,Armina,sp. 5.,,,,,,,,
dorisp6,Doris sp. 6.,Doris sp. 6.,Doris,sp. 6.,,,,,,,,
noumhong,"Noumea hongkongiensis Rudman, 1990",Noumea hongkongiensis,Noumea,hongkongiensis,,,"Rudman, 1990",,,,,
elyscftimi,"Elysia cf. timida (Risso, 1818)",Elysia cf. timida,Elysia,cf. timida,,,"(Risso, 1818)",,,,,
flabpric,"Flabellina pricei (Macfarland, 1966)",Flabellina pricei,Flabellina,pricei,,,"(Macfarland, 1966)",,,,,
elysaust,"Elysia australis (Quoy & Gaimard, 1832)",Elysia australis,Elysia,australis,,,"(Quoy & Gaimard, 1832)",,,,,
dermnigr,"Dermatobranchus nigropunctatus Baba, 1949",Dermatobranchus nigropunctatus,Dermatobranchus,nigropunctatus,,,"Baba, 1949",,,,,
elysverr,"Elysia verrucosa Jensen, 1985",Elysia verrucosa,Elysia,verrucosa,,,"Jensen, 1985",,,,,
elyssp10,Elysia sp. 10,Elysia sp. 10,Elysia,sp. 10,,,,,,,,
dotosp4,Doto sp. 4.,Doto sp. 4.,Doto,sp. 4.,,,,,,,,
dotosp12,Doto sp. 12,Doto sp. 12,Doto,sp. 12,,,,,,,,
phylbria,"Phyllodesmium briareum (Bergh, 1896)",Phyllodesmium briareum,Phyllodesmium,briareum,,,"(Bergh, 1896)",,,,,
glossp10,Glossodoris sp. 10,Glossodoris sp. 10,Glossodoris,sp. 10,,,,,,,,
thorsp2,Thorunna sp. 2.,Thorunna sp. 2.,Thorunna,sp. 2.,,,,,,,,
phyllodsp7,Phyllodesmium sp. 7,Phyllodesmium sp. 7,Phyllodesmium,sp. 7,,,,,,,,
phylpust,"Phyllidiella pustulosa (Cuvier, 1804)",Phyllidiella pustulosa,Phyllidiella,pustulosa,,,"(Cuvier, 1804)",,,,,
phylopal,"Phyllodesmium opalescens Rudman, 1991",Phyllodesmium opalescens,Phyllodesmium,opalescens,,,"Rudman, 1991",,,,,
parasp2,Paradoris sp. 2,Paradoris sp. 2,Paradoris,sp. 2,,,,,,,,
apheross,Aphelodoris rossquicki Burn 1966,Aphelodoris rossquicki,Aphelodoris,rossquicki,,,Burn 1966,,,,,
polysp3,Polycera sp. 3.,Polycera sp. 3.,Polycera,sp. 3.,,,,,,,,
aplycali,"Aplysia californica Cooper, 1863",Aplysia californica,Aplysia,californica,,,"Cooper, 1863",,,,,
plocluca,"Plocamopherus lucayensis Hamann & Farmer, 1988",Plocamopherus lucayensis,Plocamopherus,lucayensis,,,"Hamann & Farmer, 1988",,,,,
cuthpust,"Cuthona pustulata  (Alder & Hancock, 1854)",Cuthona pustulata,Cuthona,pustulata,,,"(Alder & Hancock, 1854)",,,,,
thurpict,"Thuridilla picta (Verrill, 1901)",Thuridilla picta,Thuridilla,picta,,,"(Verrill, 1901)",,,,,
glosaeru,"Glossodoris aeruginosa Rudman, 1995",Glossodoris aeruginosa,Glossodoris,aeruginosa,,,"Rudman, 1995",,,,,
platcrue,"Platydoris cruenta (Quoy & Gaimard, 1832)",Platydoris cruenta,Platydoris,cruenta,,,"(Quoy & Gaimard, 1832)",,,,,
cyernigr,"Cyerce nigricans  (Pease, 1866)",Cyerce nigricans,Cyerce,nigricans,,,"(Pease, 1866)",,,,,
chrobaum,"Chromodoris baumanni Bertsch, 1970",Chromodoris baumanni,Chromodoris,baumanni,,,"Bertsch, 1970",,,,,
dotopaul,"Doto paulinae Trinchese, 1881",Doto paulinae,Doto,paulinae,,,"Trinchese, 1881",,,,,
chroelis,"Chromodoris elisabethina Bergh, 1877",Chromodoris elisabethina,Chromodoris,elisabethina,,,"Bergh, 1877",,,,,
aeolalde,"Aeolidiella alderi (Cocks, 1852)",Aeolidiella alderi,Aeolidiella,alderi,,,"(Cocks, 1852)",,,,,
protatra,"Protaeolidiella atra Baba, 1955",Protaeolidiella atra,Protaeolidiella,atra,,,"Baba, 1955",,,,,
tritsp4,Tritoniid sp. 4.,Tritoniid sp. 4.,Tritoniid,sp. 4.,,,,,,,,
flabatha,"Flabellina athadona (Bergh, 1875)",Flabellina athadona,Flabellina,athadona,,,"(Bergh, 1875)",,,,,
okenvena,"Okenia vena Rudman, 2004",Okenia vena,Okenia,vena,,,"Rudman, 2004",,,,,
eubrrust,"Eubranchus rustyus (Marcus, 1961)",Eubranchus rustyus,Eubranchus,rustyus,,,"(Marcus, 1961)",,,,,
goniodsp1,Goniodoridella sp. 1,Goniodoridella sp. 1,Goniodoridella,sp. 1,,,,,,,,
siphladr,"Siphopteron ladrones (Carlson & Hoff, 1974)",Siphopteron ladrones,Siphopteron,ladrones,,,"(Carlson & Hoff, 1974)",,,,,
jorupant,"Jorunna pantherina (Angas, 1864)",Jorunna pantherina,Jorunna,pantherina,,,"(Angas, 1864)",,,,,
chroprec,"Chromodoris preciosa (Kelaart, 1858)",Chromodoris preciosa,Chromodoris,preciosa,,,"(Kelaart, 1858)",,,,,
elyspapi,"Elysia papillosa Verrill, 1901",Elysia papillosa,Elysia,papillosa,,,"Verrill, 1901",,,,,
chelflav,Chelidonura flavolobata Heller & Thompson 1983,Chelidonura flavolobata,Chelidonura,flavolobata,,,Heller & Thompson 1983,,,,,
dendlimb,"Dendrodoris limbata (Cuvier, 1804)",Dendrodoris limbata,Dendrodoris,limbata,,,"(Cuvier, 1804)",,,,,
elyssp4,Elysia sp. 4.,Elysia sp. 4.,Elysia,sp. 4.,,,,,,,,
cerbambo,"Cerberilla ambonensis Bergh, 1905",Cerberilla ambonensis,Cerberilla,ambonensis,,,"Bergh, 1905",,,,,
atysnauc,"Atys naucum (Linnaeus, 1758)",Atys naucum,Atys,naucum,,,"(Linnaeus, 1758)",,,,,
chrobuch,"Chromodoris buchananae Gosliner & Behrens, 2000",Chromodoris buchananae,Chromodoris,buchananae,,,"Gosliner & Behrens, 2000",,,,,
bertcitr,"Berthellina citrina (Ruppell & Leuckart, 1828)",Berthellina citrina,Berthellina,citrina,,,"(Ruppell & Leuckart, 1828)",,,,,
chellivi,"Chelidonura livida Yonow, 1994",Chelidonura livida,Chelidonura,livida,,,"Yonow, 1994",,,,,
stilcrem,"Placida cremoniana (Trinchese, 1893)",Placida cremoniana,Placida,cremoniana,,,"(Trinchese, 1893)",,,,,
bornjohn,"Bornella johnsonorum Pola, Rudman & Gosliner, 2009",Bornella johnsonorum,Bornella,johnsonorum,,,"Pola, Rudman & Gosliner, 2009",,,,,
facebost,"Facelina bostoniensis (Couthouy, 1838)",Facelina bostoniensis,Facelina,bostoniensis,,,"(Couthouy, 1838)",,,,,
favocfmira,"Favorinus cf. mirabilis Baba, 1955",Favorinus cf. mirabilis,Favorinus,cf. mirabilis,,,"Baba, 1955",,,,,
cyersp3,Cyerce sp. 3,Cyerce sp. 3,Cyerce,sp. 3,,,,,,,,
goniod,Unknown Goniodorid,Unknown Goniodorid,Unknown,Goniodorid,,, ,,,,,
spuraust,"Spurilla australis Rudman, 1982",Spurilla australis,Spurilla,australis,,,"Rudman, 1982",,,,,
cadlsubo,"Cadlinella subornatissima Baba, 1996",Cadlinella subornatissima,Cadlinella,subornatissima,,,"Baba, 1996",,,,,
oxynsp4,Oxynoe sp. 4,Oxynoe sp. 4,Oxynoe,sp. 4,,,,,,,,
dermpulc,"Dermatobranchus pulcherrimus Miller & Willan, 1986",Dermatobranchus pulcherrimus,Dermatobranchus,pulcherrimus,,,"Miller & Willan, 1986",,,,,
archmont,"Archidoris montereyensis (Cooper, 1862)",Archidoris montereyensis,Archidoris,montereyensis,,,"(Cooper, 1862)",,,,,
plocmacu,"Plocamopherus maculatus (Pease, 1860)",Plocamopherus maculatus,Plocamopherus,maculatus,,,"(Pease, 1860)",,,,,
nanuseba,"Nanuca sebastiani Marcus, 1957",Nanuca sebastiani,Nanuca,sebastiani,,,"Marcus, 1957",,,,,
gonisp1,Goniodoris sp. 1,Goniodoris sp. 1,Goniodoris,sp. 1,,,,,,,,
ceratril,"Ceratosoma trilobatum (J. E. Gray, 1827)",Ceratosoma trilobatum,Ceratosoma,trilobatum,,,"(J. E. Gray, 1827)",,,,,
tambtent,"Tambja tentaculata Pola, Cervera & Gosliner, 2005",Tambja tentaculata,Tambja,tentaculata,,,"Pola, Cervera & Gosliner, 2005",,,,,
phylcfru,"Phyllidiella cf. rudmani Brunckhorst, 1993",Phyllidiella cf. rudmani,Phyllidiella,cf. rudmani,,,"Brunckhorst, 1993",,,,,
janomoko,"Janolus mokohinau Miller & Willan, 1986",Janolus mokohinau,Janolus,mokohinau,,,"Miller & Willan, 1986",,,,,
babacapr,"Babakina caprinsulensis Miller, 1974",Babakina caprinsulensis,Babakina,caprinsulensis,,,"Miller, 1974",,,,,
hamialfr,"Haminoea alfredensis Bartsch, 1915",Haminoea alfredensis,Haminoea,alfredensis,,,"Bartsch, 1915",,,,,
halgjohn,"Halgerda johnsonorum Carlson & Hoff, 2000",Halgerda johnsonorum,Halgerda,johnsonorum,,,"Carlson & Hoff, 2000",,,,,
platsp4,Platydoris sp. 4,Platydoris sp. 4,Platydoris,sp. 4,,,,,,,,
thorhoro,"Thorunna horologia Rudman, 1984",Thorunna horologia,Thorunna,horologia,,,"Rudman, 1984",,,,,
nembmull,"Nembrotha mullineri Gosliner & Behrens, 1997",Nembrotha mullineri,Nembrotha,mullineri,,,"Gosliner & Behrens, 1997",,,,,
lobiviri,"Lobiger viridis Pease, 1863",Lobiger viridis,Lobiger,viridis,,,"Pease, 1863",,,,,
trapaura,"Trapania aurata Rudman, 1987",Trapania aurata,Trapania,aurata,,,"Rudman, 1987",,,,,
hypsbenn,"Hypselodoris bennetti (Angas, 1864)",Hypselodoris bennetti,Hypselodoris,bennetti,,,"(Angas, 1864)",,,,,
hypssp1,Hypselodoris sp. 1.,Hypselodoris sp. 1.,Hypselodoris,sp. 1.,,,,,,,,
glosdend,"Glossodoris dendrobranchia Rudman, 1990",Glossodoris dendrobranchia,Glossodoris,dendrobranchia,,,"Rudman, 1990",,,,,
dermsp3,Dermatobranchus sp. 3.,Dermatobranchus sp. 3.,Dermatobranchus,sp. 3.,,,,,,,,
gymnauri,"Gymnodoris aurita  (Gould, 1852)",Gymnodoris aurita,Gymnodoris,aurita,,,"(Gould, 1852)",,,,,
dotocoro,"Doto coronata (Gmelin, 1791)",Doto coronata,Doto,coronata,,,"(Gmelin, 1791)",,,,,
catrcolu,"Cuthona columbiana (ODonoghue, 1922)",Cuthona columbiana,Cuthona,columbiana,,,"(ODonoghue, 1922)",,,,,
phyllosp3,Phyllodesmium sp. 3,Phyllodesmium sp. 3,Phyllodesmium,sp. 3,,,,,,,,
tyrievel,"Tyrinna evelinae (Marcus, 1958)",Tyrinna evelinae,Tyrinna,evelinae,,,"(Marcus, 1958)",,,,,
cuthviri,"Cuthona viridis (Forbes, 1840)",Cuthona viridis,Cuthona,viridis,,,"(Forbes, 1840)",,,,,
hypsfest,"Hypselodoris festiva (A.Adams, 1861)",Hypselodoris festiva,Hypselodoris,festiva,,,"(A.Adams, 1861)",,,,,
cerbafri,"Cerberilla africana Eliot, 1903",Cerberilla africana,Cerberilla,africana,,,"Eliot, 1903",,,,,
chroglen,"Chromodoris gleniei (Kelaart, 1858)",Chromodoris gleniei,Chromodoris,gleniei,,,"(Kelaart, 1858)",,,,,
discconf,"Discodoris confusa Ballesteros, Llera & Ortea, 1985",Discodoris confusa,Discodoris,confusa,,,"Ballesteros, Llera & Ortea, 1985",,,,,
aglajidsp2,Aglajid sp. 2,Aglajid sp. 2,Aglajid,sp. 2,,,,,,,,
traptart,"Trapania tartanella (Ihering, 1886)",Trapania tartanella,Trapania,tartanella,,,"(Ihering, 1886)",,,,,
chelvar,"Chelidonura varians Eliot, 1903.",Chelidonura varians,Chelidonura,varians,,,"Eliot, 1903.",,,,,
doricame,"Doris cameroni (Allan, 1947)",Doris cameroni,Doris,cameroni,,,"(Allan, 1947)",,,,,
hypsregi,"Hypselodoris regina Marcus & Marcus, 1970",Hypselodoris regina,Hypselodoris,regina,,,"Marcus & Marcus, 1970",,,,,
gymnstri,"Gymnodoris striata (Eliot, 1908)",Gymnodoris striata,Gymnodoris,striata,,,"(Eliot, 1908)",,,,,
glossp6,Glossodoris sp. 6.,Glossodoris sp. 6.,Glossodoris,sp. 6.,,,,,,,,
phylcfcryp,Phyllodesmium cf. crypticum,Phyllodesmium cf crypticum,Phyllodesmium,cf crypticum,,,,,,,,
bullquoy,"Bulla quoyii Gray in Dieffenbach, 1843",Bulla quoyii,Bulla,quoyii,,,"Gray in Dieffenbach, 1843",,,,,
hypsverd,"Hypselodoris picta verdensis  Ortea, Valdés & García-Gómez, 1996",Hypselodoris picta verdensis,Hypselodoris,picta,,verdensis,"Ortea, Valdés & García-Gómez, 1996",,,,,
goniviol,"Goniodoris violacea Risbec, 1928",Goniodoris violacea,Goniodoris,violacea,,,"Risbec, 1928",,,,,
ercoemar,"Ercolania emarginata Jensen, 1985",Ercolania emarginata,Ercolania,emarginata,,,"Jensen, 1985",,,,,
gymnsp2,Gymnodoris sp. 2.,Gymnodoris sp. 2.,Gymnodoris,sp. 2.,,,,,,,,
teneadsp,"Tenellia adspersa (Nordmann, 1845)",Tenellia adspersa,Tenellia,adspersa,,,"(Nordmann, 1845)",,,,,
notagiga,"Notaeolidia gigas Eliot, 1905",Notaeolidia gigas,Notaeolidia,gigas,,,"Eliot, 1905",,,,,
hypswhit,"Hypselodoris whitei (Adams & Reeve, 1850)",Hypselodoris whitei,Hypselodoris,whitei,,,"(Adams & Reeve, 1850)",,,,,
flabbaba,"Flabellina babai Schmekel, 1972",Flabellina babai,Flabellina,babai,,,"Schmekel, 1972",,,,,
doristic,"Doris sticta (Iredale & ODonoghue, 1923)",Doris sticta,Doris,sticta,,,"(Iredale & ODonoghue, 1923)",,,,,
pleuatla,"Pleurobranchus atlanticus Abbott, 1949",Pleurobranchus atlanticus,Pleurobranchus,atlanticus,,,"Abbott, 1949",,,,,
stylcaud,"Stylocheilus longicauda (Quoy & Gaimard, 1825)",Stylocheilus longicauda,Stylocheilus,longicauda,,,"(Quoy & Gaimard, 1825)",,,,,
aplykuro,"Aplysia kurodai (Baba, 1937)",Aplysia kurodai,Aplysia,kurodai,,,"(Baba, 1937)",,,,,
armisp9,Armina sp. 9,Armina sp. 9,Armina,sp. 9,,,,,,,,
costnona,"Costasiella nonatoi Marcus & Marcus, 1960",Costasiella nonatoi,Costasiella,nonatoi,,,"Marcus & Marcus, 1960",,,,,
halgsp4,Halgerda sp. 4.,Halgerda sp. 4.,Halgerda,sp. 4.,,,,,,,,
discatro,"Peltodoris atromaculata Bergh, 1880",Peltodoris atromaculata,Peltodoris,atromaculata,,,"Bergh, 1880",,,,,
phidmill,"Phidiana milleri Rudman, 1980",Phidiana milleri,Phidiana,milleri,,,"Rudman, 1980",,,,,
glauatla,"Glaucus atlanticus Forster, 1777",Glaucus atlanticus,Glaucus,atlanticus,,,"Forster, 1777",,,,,
phidlott,"Phidiana lottini (Lesson, 1831)",Phidiana lottini,Phidiana,lottini,,,"(Lesson, 1831)",,,,,
robosp1,Roboastra sp. 1,Roboastra sp. 1,Roboastra,sp. 1,,,,,,,,
corospec,"Corolla spectabilis Dall, 1871",Corolla spectabilis,Corolla,spectabilis,,,"Dall, 1871",,,,,
tergterg,"Tergipes tergipes (Forskal, 1775)",Tergipes tergipes,Tergipes,tergipes,,,"(Forskal, 1775)",,,,,
eubrcfoliv,Eubranchus cf. olivaceus,Eubranchus cf. olivaceus,Eubranchus,cf. olivaceus,,,,,,,,
thurgrac,"Thuridilla gracilis (Risbec, 1928)",Thuridilla gracilis,Thuridilla,gracilis,,,"(Risbec, 1928)",,,,,
dendcomt,"Dendronotus comteti Valdés & Bouchet, 1998",Dendronotus comteti,Dendronotus,comteti,,,"Valdés & Bouchet, 1998",,,,,
chrocftasm,Chromodoris cf. tasmaniensis,Chromodoris cf. tasmaniensis,Chromodoris,cf. tasmaniensis ,,,,,,,,
bertocel,"Berthella ocellata (delle Chiaje, 1828)",Berthella ocellata,Berthella,ocellata,,,"(delle Chiaje, 1828)",,,,,
dotosp8,Doto sp. 8,Doto sp. 8,Doto,sp. 8,,,,,,,,
spurchro,"Spurilla chromosoma Cockerell in Cockerell & Eliot, 1905",Spurilla chromosoma,Spurilla,chromosoma,,,"Cockerell in Cockerell & Eliot, 1905",,,,,
gymnamak,"Gymnodoris amakusana (Baba, 1996)",Gymnodoris amakusana,Gymnodoris,amakusana,,,"(Baba, 1996)",,,,,
